/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_12_04_00_41_05_411.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_12_04_00_41_05_411.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_12_04_00_41_05_411.jpg,0,0,0,2.32E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_12_04_00_41_05_487.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_12_04_00_41_05_487.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_12_04_00_41_05_487.jpg,0,0,0,7.96E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_12_04_00_41_05_556.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_12_04_00_41_05_556.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_12_04_00_41_05_556.jpg,0,0,0,1.54E-05
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_12_04_00_41_05_633.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_12_04_00_41_05_633.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_12_04_00_41_05_633.jpg,0,0,0,2.3E-05
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_12_04_00_41_05_706.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_12_04_00_41_05_706.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_12_04_00_41_05_706.jpg,0,0,0,5.09E-07
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_12_04_00_41_05_777.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_12_04_00_41_05_777.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_12_04_00_41_05_777.jpg,0,0,0,3.35E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_12_04_00_41_05_864.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_12_04_00_41_05_864.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_12_04_00_41_05_864.jpg,0,0.1023867,0,0.09280963
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_12_04_00_41_05_942.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_12_04_00_41_05_942.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_12_04_00_41_05_942.jpg,0,0.2412897,0,0.1993597
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_12_04_00_41_06_013.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_12_04_00_41_06_013.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_12_04_00_41_06_013.jpg,0,0.4530748,0,0.5377162
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_12_04_00_41_06_084.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_12_04_00_41_06_084.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_12_04_00_41_06_084.jpg,0,0.666741,0,0.9214021
